% # columns="iteration, evaluation, void, void, void, xmean", seed=407240, Sun Oct  6 13:26:14 2024, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
15 90 0 0 0 -0.10841440970436252 -2.9704177772143097
17 102 0 0 0 0.011423768369090738 3.0476180537226063
8 48 0 0 0 -0.02654868234437719 0.02212907138708938
4 24 0 0 0 -0.004623882979535348 0.11029553479735713
16 96 0 0 0 0.005537621945800878 1.0042972062453577
1 6 0 0 0 -0.13588758869376596 -0.05233410981738254
9 54 0 0 0 -0.06722188114255859 1.5137291378650402
17 102 0 0 0 0.011423768369090738 3.0476180537226063
15 90 0 0 0 0.0017242484023126156 0.5535523780004532
12 72 0 0 0 -0.02715015545311861 -0.2320465493518287
16 96 0 0 0 -0.09624395910732478 -3.5122628188194995
10 60 0 0 0 -0.07463987925890385 1.5716567501282073
4 24 0 0 0 0.08245645088551432 -0.5019007892251487
9 54 0 0 0 -0.06550238219494742 0.19205356677723653
17 102 0 0 0 0.008253788384682978 1.1243374388221195
16 96 0 0 0 0.0009338951669760536 0.5397015283343051
2 12 0 0 0 -0.07603637118309535 0.4313569588208285
13 78 0 0 0 -0.013754187222712785 -0.350492671905613
17 102 0 0 0 0.008253788384682978 1.1243374388221195
10 60 0 0 0 -0.09733029138496309 0.558488525829374
5 30 0 0 0 -0.029557667977977087 0.3924604932808432
17 102 0 0 0 -0.10653026513316073 -2.5580124801395887
5 30 0 0 0 0.004919351587365764 -0.019405803821626648
17 102 0 0 0 0.0008869951621198383 0.5506179101895221
14 84 0 0 0 -0.03465803299119023 -0.2656653963931108
11 66 0 0 0 -0.030415684831738093 0.41009898219903146
17 102 0 0 0 0.0008869951621198383 0.5506179101895221
17 102 0 0 0 -0.10653026513316073 -2.5580124801395887
11 66 0 0 0 -0.08606599226144626 1.628596037923052
6 36 0 0 0 0.017096598385273176 -0.5260292095370106
3 18 0 0 0 -0.010429733685386588 0.3567043743447556
15 90 0 0 0 0.014976040752866824 -0.5003145448620465
6 36 0 0 0 -0.009750718520930306 -0.08448738041098999
12 72 0 0 0 -0.09205961075949154 1.4629339311128828
12 72 0 0 0 0.0010880703176918268 -0.08487649501647804
16 96 0 0 0 0.00618578317092112 -1.2933681076296337
7 42 0 0 0 -0.09449434389723953 -0.01781823477464797
13 78 0 0 0 -0.10565679594036563 1.4282022296430061
7 42 0 0 0 -0.05136414931449583 -0.04559099246197853
4 24 0 0 0 -0.01572027321879404 0.670198503661936
8 48 0 0 0 -0.11449868028039067 0.7244983247372162
17 102 0 0 0 0.010711862006436498 -1.4214341012249108
13 78 0 0 0 -0.010811730346209879 -0.5120286540841267
17 102 0 0 0 0.010711862006436498 -1.4214341012249108
14 84 0 0 0 -0.11220133026980984 1.4941046756372802
9 54 0 0 0 -0.018424241796798916 0.969351697027116
8 48 0 0 0 -0.10430519973131792 0.18419554208919967
15 90 0 0 0 -0.11819395960632594 1.5909599227823525
5 30 0 0 0 -0.016405209147457814 0.8406637191628747
14 84 0 0 0 -0.014652612005680738 0.08199588466807108
10 60 0 0 0 -0.03726274439656174 1.0031863769821445
16 96 0 0 0 -0.11086319778130757 1.7271240050115102
9 54 0 0 0 -0.009297397114224972 0.0678519231177034
11 66 0 0 0 0.0071442517435613044 0.38769149469638814
6 36 0 0 0 2.146843810314509e-05 1.3258669691374299
15 90 0 0 0 0.007081686160000869 0.3988366832289564
17 102 0 0 0 -0.11529169859019518 1.917538406887569
17 102 0 0 0 -0.11529169859019518 1.917538406887569
12 72 0 0 0 -0.0677837864138575 0.9086444039490419
10 60 0 0 0 -0.09351087151213647 0.3161132473372049
16 96 0 0 0 0.009244706636266208 -0.14916544110613228
7 42 0 0 0 0.014973169255618595 1.4688304989292855
13 78 0 0 0 -0.10229321352997366 1.0131201168557933
14 84 0 0 0 -0.08511372869030526 1.0963241589050883
11 66 0 0 0 -0.10113124291159419 0.31198903047800125
17 102 0 0 0 0.00572798500396508 -0.11591153850658936
8 48 0 0 0 0.008963227849290541 1.3041548131115646
17 102 0 0 0 0.00572798500396508 -0.11591153850658936
15 90 0 0 0 -0.10897571973865636 1.321736887777889
12 72 0 0 0 -0.10776942393575188 0.46309628907080574
16 96 0 0 0 -0.11250542634974903 1.1641081648996476
9 54 0 0 0 -0.018911687447468788 1.2504289756040954
17 102 0 0 0 -0.1152798766375725 1.0793538522944939
17 102 0 0 0 -0.1152798766375725 1.0793538522944939
13 78 0 0 0 -0.10755672956745248 0.5273787231413976
10 60 0 0 0 0.015218502385555357 1.539277087608615
14 84 0 0 0 -0.10221048752669672 0.5735170774562623
11 66 0 0 0 0.012752554069130333 1.359775509858955
12 72 0 0 0 0.017556623846331564 1.1890095312435494
15 90 0 0 0 -0.10858507570993993 0.693886048154125
16 96 0 0 0 -0.10643505553405881 0.7331999268653395
13 78 0 0 0 0.01706985139499406 1.104542152991769
14 84 0 0 0 0.016071836090750264 1.0221762911330945
17 102 0 0 0 -0.11090047441910394 0.9280705906301986
17 102 0 0 0 -0.11090047441910394 0.9280705906301986
15 90 0 0 0 0.01970747083716807 1.0827260469186113
16 96 0 0 0 0.015376916720374896 1.1432044658825897
17 102 0 0 0 0.016457934140429918 1.1912120438611815
17 102 0 0 0 0.016457934140429918 1.1912120438611815
